url,recette,quantites,ingredients
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,150, g de sucre
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,60, g de farine
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,3, oeuf
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,200, g de crème épaisse
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,20, cl de lait
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,1, gousse de vanille
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,1, cuillère à soupe de sucre glace
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,1/2, cuillère à café de cannelle
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,1, pincée de sel
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,10, g de beurre
http://www.marmiton.org/recettes/recette_clafoutis-a-la-rhubarbe_16883.aspx,Clafoutis à la rhubarbe,2, cuillère à café de sucre
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,500, g de cerise
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,150, g de farine sans gluten
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,90, g de cassonade
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,4, oeuf
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,30, cl de riz
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_clafoutis-a-la-farine-sans-gluten-et-a-la-boisson-de-riz_323424.aspx,Clafoutis à la farine sans gluten et à la boisson de riz,1, pincée de sel
http://www.marmiton.org/recettes/recette_tarte-aux-pommes_18588.aspx,Tarte aux pommes,1, pâte brisée
http://www.marmiton.org/recettes/recette_tarte-aux-pommes_18588.aspx,Tarte aux pommes,6, pomme
http://www.marmiton.org/recettes/recette_tarte-aux-pommes_18588.aspx,Tarte aux pommes,1, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_tarte-aux-pommes_18588.aspx,Tarte aux pommes,30, g de beurre
http://www.marmiton.org/recettes/recette_kouign-amann-simple_11018.aspx,Kouign Amann simple,1, kg de pâte à pain
http://www.marmiton.org/recettes/recette_kouign-amann-simple_11018.aspx,Kouign Amann simple,500, g de sucre en poudre
http://www.marmiton.org/recettes/recette_kouign-amann-simple_11018.aspx,Kouign Amann simple,500, g de beurre doux
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,1, kg de farine
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,350, g de margarine
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,3, oeuf
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,1/10, l d'eau
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,1/10, l de lait
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,1, cube de levure
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,3, cuillère à soupe de sucre
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,1, cuillère à soupe rase de sel
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,,Muscade
http://www.marmiton.org/recettes/recette_pain-au-beurre-martiniquais_14129.aspx,Pain au beurre martiniquais,1, jaune d'oeuf
http://www.marmiton.org/recettes/recette_pate-a-crepes-au-beurre-qui-chante_57091.aspx,Pâte à crêpes au beurre qui chante,1, tasse de farine
http://www.marmiton.org/recettes/recette_pate-a-crepes-au-beurre-qui-chante_57091.aspx,Pâte à crêpes au beurre qui chante,2, oeuf
http://www.marmiton.org/recettes/recette_pate-a-crepes-au-beurre-qui-chante_57091.aspx,Pâte à crêpes au beurre qui chante,1, cuillère à café de levure
http://www.marmiton.org/recettes/recette_pate-a-crepes-au-beurre-qui-chante_57091.aspx,Pâte à crêpes au beurre qui chante,25, g de beurre
http://www.marmiton.org/recettes/recette_pate-a-crepes-au-beurre-qui-chante_57091.aspx,Pâte à crêpes au beurre qui chante,30, cl de lait
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,4, pêche
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,,Sucre en poudre
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,10, g de beurre
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,,Safran
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,5, cl de grand-marnier
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,,Citron
http://www.marmiton.org/recettes/recette_peches-poelees_80558.aspx,pêches poêlées,4, boule de glace vanille
http://www.marmiton.org/recettes/recette_tarte-aux-kumquats_304899.aspx,Tarte aux kumquats,250, g de kumquat
http://www.marmiton.org/recettes/recette_tarte-aux-kumquats_304899.aspx,Tarte aux kumquats,10, cl de lait
http://www.marmiton.org/recettes/recette_tarte-aux-kumquats_304899.aspx,Tarte aux kumquats,4, oeuf
http://www.marmiton.org/recettes/recette_tarte-aux-kumquats_304899.aspx,Tarte aux kumquats,60, g de sucre
http://www.marmiton.org/recettes/recette_tarte-aux-kumquats_304899.aspx,Tarte aux kumquats,1, pâte feuilletée
http://www.marmiton.org/recettes/recette_terrine-de-mangue-et-pamplemousse-rose_56147.aspx,Terrine de mangue et pamplemousse rose,2, pamplemousse
http://www.marmiton.org/recettes/recette_terrine-de-mangue-et-pamplemousse-rose_56147.aspx,Terrine de mangue et pamplemousse rose,1, mangue
http://www.marmiton.org/recettes/recette_terrine-de-mangue-et-pamplemousse-rose_56147.aspx,Terrine de mangue et pamplemousse rose,2, cuillère à soupe de sucre roux
http://www.marmiton.org/recettes/recette_terrine-de-mangue-et-pamplemousse-rose_56147.aspx,Terrine de mangue et pamplemousse rose,2, cuillère à café d'agar-agar
http://www.marmiton.org/recettes/recette_pancakes-rapides_90951.aspx,Pancakes rapides,2, oeuf
http://www.marmiton.org/recettes/recette_pancakes-rapides_90951.aspx,Pancakes rapides,150, ml de lait
http://www.marmiton.org/recettes/recette_pancakes-rapides_90951.aspx,Pancakes rapides,150, g de farine
http://www.marmiton.org/recettes/recette_pancakes-rapides_90951.aspx,Pancakes rapides,2, cuillère à soupe de sucre
http://www.marmiton.org/recettes/recette_pancakes-rapides_90951.aspx,Pancakes rapides,1/2, paquet de levure
http://www.marmiton.org/recettes/recette_pancakes-rapides_90951.aspx,Pancakes rapides,1, pincée de sel
http://www.marmiton.org/recettes/recette_mousse-a-la-banane-legere_231123.aspx,Mousse à la banane légère,4, banane
http://www.marmiton.org/recettes/recette_mousse-a-la-banane-legere_231123.aspx,Mousse à la banane légère,2, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_mousse-a-la-banane-legere_231123.aspx,Mousse à la banane légère,,cuillère de sucre en poudre
http://www.marmiton.org/recettes/recette_mousse-a-la-banane-legere_231123.aspx,Mousse à la banane légère,1/2, citron
http://www.marmiton.org/recettes/recette_tarte-tatin-mangue-framboises_228969.aspx,Tarte Tatin Mangue-framboises,800, g de mangue
http://www.marmiton.org/recettes/recette_tarte-tatin-mangue-framboises_228969.aspx,Tarte Tatin Mangue-framboises,36, framboise
http://www.marmiton.org/recettes/recette_tarte-tatin-mangue-framboises_228969.aspx,Tarte Tatin Mangue-framboises,,Sucre de canne
http://www.marmiton.org/recettes/recette_tarte-tatin-mangue-framboises_228969.aspx,Tarte Tatin Mangue-framboises,1, pâte brisée
http://www.marmiton.org/recettes/recette_tarte-tatin-mangue-framboises_228969.aspx,Tarte Tatin Mangue-framboises,,zeste de citron vert
http://www.marmiton.org/recettes/recette_tarte-a-l-orange-rapide_254177.aspx,Tarte à l'orange rapide,1, pâte brisée
http://www.marmiton.org/recettes/recette_tarte-a-l-orange-rapide_254177.aspx,Tarte à l'orange rapide,2, oeuf
http://www.marmiton.org/recettes/recette_tarte-a-l-orange-rapide_254177.aspx,Tarte à l'orange rapide,200, g de sucre semoule
http://www.marmiton.org/recettes/recette_tarte-a-l-orange-rapide_254177.aspx,Tarte à l'orange rapide,30, g de farine
http://www.marmiton.org/recettes/recette_tarte-a-l-orange-rapide_254177.aspx,Tarte à l'orange rapide,2, orange
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,250, g de carotte
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,150, g de farine
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,100, g de sucre
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,100, g d'amande
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,3, oeuf
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_cake-carotte-amandes_72954.aspx,cake carotte amandes,1, pincée de sel
http://www.marmiton.org/recettes/recette_delicieuses-verrines-au-mascarpone-et-speculoos_165040.aspx,Délicieuses verrines au mascarpone et spéculoos,3, oeuf
http://www.marmiton.org/recettes/recette_delicieuses-verrines-au-mascarpone-et-speculoos_165040.aspx,Délicieuses verrines au mascarpone et spéculoos,75, g de sucre
http://www.marmiton.org/recettes/recette_delicieuses-verrines-au-mascarpone-et-speculoos_165040.aspx,Délicieuses verrines au mascarpone et spéculoos,250, g de mascarpone
http://www.marmiton.org/recettes/recette_delicieuses-verrines-au-mascarpone-et-speculoos_165040.aspx,Délicieuses verrines au mascarpone et spéculoos,12, spéculoos
http://www.marmiton.org/recettes/recette_delicieuses-verrines-au-mascarpone-et-speculoos_165040.aspx,Délicieuses verrines au mascarpone et spéculoos,12, chocolat en poudre
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,3, oeuf
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,200, g de sucre roux
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,200, g de farine
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,150, g de beurre
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,1, cuillère à café rase de levure chimique
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,2, cuillère à soupe de cacao
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,,Extrait de vanille liquide
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,1, pincée de sel
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,,Chocolat à tartiner
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,,Vermicelles
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,150, g de sucre glace
http://www.marmiton.org/recettes/recette_napolitain-facile_329628.aspx,Napolitain facile,1, blanc d'oeuf
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,3, oeuf
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,200, g de beurre
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,1, sachet de poudre de noisette
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,150, g de sucre roux
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,10, cl de lait
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,1, sachet de levure
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,200, g de farine
http://www.marmiton.org/recettes/recette_muffins-aux-noisettes-et-a-la-pate-a-tartiner-au-chocolat_224441.aspx,Muffins aux noisettes et à la pâte à tartiner au chocolat,,Pâte à tartiner
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,50, g de beurre
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,150, g de chamallow
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,80, g de céréale
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,,Colorant
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,50, g de beurre
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,80, g de céréale
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,150, g de chamallow
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,50, g de chocolat
http://www.marmiton.org/recettes/recette_sucettes-de-riz-souffle-pasteque_347796.aspx,Sucettes de riz soufflé pastèque,,Colorant
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,4, yaourt nature
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,1, citron
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,150, g de sucre semoule
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,200, g de framboise
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,400, g de framboise
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,75, g de sucre
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,1, cuillère à café de jus de citron
http://www.marmiton.org/recettes/recette_glace-au-yaourt-et-aux-framboises-et-coulis-de-framboise_337843.aspx,Glace au yaourt et aux framboises et coulis de framboise,,Fruits rouges
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,2, grosse boîte de poire
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,300, g de farine
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,200, g de sucre
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,4, oeuf
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,20, cl de lait
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,6, cuillère d'huile
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,1, sachet de levure
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,80, g de beurre
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,1, oeuf
http://www.marmiton.org/recettes/recette_fondant-aux-poires_165800.aspx,Fondant aux poires,3, sachet de sucre vanillé
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),400, g de farine
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),250, g de beurre
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),1, oeuf
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),230, g de sucre
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),500, g de ricotta
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),,zeste de citron
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),100, g de chocolat
http://www.marmiton.org/recettes/recette_sbriciolata-cheesecake-italien-ricotta-citron-chocolat_70328.aspx,Sbriciolata (Cheesecake italien ricotta citron chocolat),1, cuillère d'extrait de vanille
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,4, blanc d'oeuf
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,100, g de sucre en poudre
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,20, g de fécule
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,20, g de beurre
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,,Farine
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,400, g de fraise
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,40, g de sucre en poudre
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,15, g de crème
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,,gousse de vanille
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,2, cuillère à soupe de kirsch
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,2, jaune d'oeuf
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,120, g de beurre
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,20, cl de lait
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,,feuille de pâte d'amande
http://www.marmiton.org/recettes/recette_fraisier-meringue_46835.aspx, Fraisier meringué,,Sucre glace
http://www.marmiton.org/recettes/recette_mousse-de-cafe-glace_51015.aspx,Mousse de café glacé,4, jaune d'oeuf
http://www.marmiton.org/recettes/recette_mousse-de-cafe-glace_51015.aspx,Mousse de café glacé,40, g de sucre
http://www.marmiton.org/recettes/recette_mousse-de-cafe-glace_51015.aspx,Mousse de café glacé,10, cl de café
http://www.marmiton.org/recettes/recette_mousse-de-cafe-glace_51015.aspx,Mousse de café glacé,100, g de crème fraîche
http://www.marmiton.org/recettes/recette_mousse-de-cafe-glace_51015.aspx,Mousse de café glacé,80, g de chocolat
http://www.marmiton.org/recettes/recette_mousse-de-cafe-glace_51015.aspx,Mousse de café glacé,25, g de noix
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),4, tranche épaisse de brioche
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),3, oeuf
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),75, g de sucre
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),25, cl de lait
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),,Vanille
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),,Cannelle
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),,Eau
http://www.marmiton.org/recettes/recette_brioche-perdue-au-four_81460.aspx,Brioche perdue (au four),,Cassonade
http://www.marmiton.org/recettes/recette_glace-acidulee-au-cassis_30799.aspx,glace acidulée au cassis,400, g de cassis
http://www.marmiton.org/recettes/recette_glace-acidulee-au-cassis_30799.aspx,glace acidulée au cassis,,Citron
http://www.marmiton.org/recettes/recette_glace-acidulee-au-cassis_30799.aspx,glace acidulée au cassis,,Orange
http://www.marmiton.org/recettes/recette_glace-acidulee-au-cassis_30799.aspx,glace acidulée au cassis,100, g de sucre
http://www.marmiton.org/recettes/recette_glace-acidulee-au-cassis_30799.aspx,glace acidulée au cassis,250, g de crème fraîche
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,200, g de farine
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,150, g de beurre
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,70, g de sucre
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,1, cuillère à café de levure
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,4, jaune d'oeuf
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,20, cl de lemon curd
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,4, blanc d'oeuf
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,200, g de sucre
http://www.marmiton.org/recettes/recette_gateau-a-la-confiture-et-aux-macarons-ou-le-celebre-gateau-de-fred_47017.aspx,Gâteau à la confiture et aux macarons ou Le Célèbre Gâteau de Fred,200, g de noix de coco rapée
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,250, g de farine
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,1, sachet de levure chimique
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,3, cuillère à soupe de sucre
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,30, g de beurre
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,10, cl de crème fleurette
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,40, cl de lait
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,1, oeuf
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,1/2, cuillère à café de sel
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,,Beurre
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,,Cannelle
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,,Fleur d'oranger
http://www.marmiton.org/recettes/recette_pancakes-parfumes_43383.aspx,Pancakes parfumés,,zeste d'orange
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,Fondant au chocolat au coeur coulant,5, oeuf
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,Fondant au chocolat au coeur coulant,5, jaune d'oeuf
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,Fondant au chocolat au coeur coulant,125, g de sucre en poudre
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,Fondant au chocolat au coeur coulant,75, g de farine
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,Fondant au chocolat au coeur coulant,250, g de beurre
http://www.marmiton.org/recettes/recette_fondant-au-chocolat-au-coeur-coulant_90174.aspx,Fondant au chocolat au coeur coulant,250, g de chocolat
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),200, g de farine
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),125, g de sucre
http://www.marmiton.org/recettes/recette_mini-cakes-aux-myrtilles-et-au-chocolat-blanc-american-blueberry-cupcake_72877.aspx,Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),125, g de beurre
